"","Entity","Code","Year","Deaths - Sex: all - Age: all - Variant: estimates","Deaths - Sex: all - Age: all - Variant: medium"
"1267","Guatemala","GTM",1970,85904,NA
"1268","Guatemala","GTM",1975,78433,NA
"1269","Guatemala","GTM",1980,82419,NA
"1270","Guatemala","GTM",1985,77490,NA
"1271","Guatemala","GTM",1990,78226,NA
"1272","Guatemala","GTM",1995,79743,NA
"1273","Guatemala","GTM",2000,72863,NA
"1274","Guatemala","GTM",2005,74541,NA
"1275","Guatemala","GTM",2010,77115,NA
"1276","Guatemala","GTM",2015,81279,NA
"1277","Guatemala","GTM",2020,92707,NA
"1278","Guatemala","GTM",2021,114597,NA
"1279","Guernsey","GGY",1955,612,NA
"1280","Guernsey","GGY",1960,568,NA
"1281","Guernsey","GGY",1965,569,NA
"1282","Guernsey","GGY",1970,616,NA
"1283","Guernsey","GGY",1975,613,NA
"1284","Guernsey","GGY",1980,582,NA
"1285","Guernsey","GGY",1985,606,NA
"1286","Guernsey","GGY",1990,562,NA
"1287","Guernsey","GGY",1995,569,NA
"1288","Guernsey","GGY",2000,528,NA
"1289","Guernsey","GGY",2005,511,NA
"1290","Guernsey","GGY",2010,496,NA
"1291","Guernsey","GGY",2015,542,NA
"1292","Guernsey","GGY",2020,517,NA
"1293","Guernsey","GGY",2021,506,NA
"1294","Guinea","GIN",1955,94244,NA
"1295","Guinea","GIN",1960,99852,NA
"1296","Guinea","GIN",1965,104229,NA
"1297","Guinea","GIN",1970,108263,NA
"1298","Guinea","GIN",1975,111625,NA
"1299","Guinea","GIN",1980,112407,NA
"1300","Guinea","GIN",1985,114369,NA
"1301","Guinea","GIN",1990,122840,NA
"1302","Guinea","GIN",1995,127618,NA
"1303","Guinea","GIN",2000,124005,NA
"1304","Guinea","GIN",2005,119644,NA
"1305","Guinea","GIN",2010,120051,NA
"1306","Guinea","GIN",2015,124525,NA
"1307","Guinea","GIN",2020,130060,NA
"1308","Guinea-Bissau","GNB",1960,15771,NA
"1309","Guinea-Bissau","GNB",1965,16167,NA
"1310","Guinea-Bissau","GNB",1970,14715,NA
"1311","Guinea-Bissau","GNB",1975,14674,NA
"1312","Guinea-Bissau","GNB",1980,19359,NA
"1313","Guinea-Bissau","GNB",1985,20324,NA
"1314","Guinea-Bissau","GNB",1990,20107,NA
"1315","Guinea-Bissau","GNB",1995,20056,NA
"1316","Guinea-Bissau","GNB",2000,19698,NA
"1317","Guinea-Bissau","GNB",2005,19172,NA
"1318","Guinea-Bissau","GNB",2010,17309,NA
"1319","Guinea-Bissau","GNB",2015,16505,NA
"1320","Guinea-Bissau","GNB",2020,17290,NA
"1321","Guinea-Bissau","GNB",2021,17969,NA
"1322","Guyana","GUY",1955,6587,NA
"1323","Guyana","GUY",1960,6252,NA
"1324","Guyana","GUY",1965,6250,NA
"1325","Guyana","GUY",1970,6415,NA
"1326","Guyana","GUY",1975,6553,NA
"1327","Guyana","GUY",1980,6680,NA
"1328","Guyana","GUY",1985,6689,NA
"1329","Guyana","GUY",1990,6337,NA
"1330","Guyana","GUY",1995,6084,NA
"1331","Guyana","GUY",2000,5664,NA
"1332","Guyana","GUY",2005,5680,NA
"1333","Guyana","GUY",2010,5587,NA
"1334","Guyana","GUY",2015,5635,NA
"1335","Guyana","GUY",2020,6394,NA
"1336","Haiti","HTI",1960,83104,NA
"1337","Haiti","HTI",1965,83958,NA
"1338","Haiti","HTI",1970,84102,NA
"1339","Haiti","HTI",1975,87161,NA
"1340","Haiti","HTI",1980,92650,NA
"1341","Haiti","HTI",1985,95342,NA
"1342","Haiti","HTI",1990,97347,NA
"1343","Haiti","HTI",1995,92009,NA
"1344","Haiti","HTI",2000,86605,NA
"1345","Haiti","HTI",2005,84307,NA
"1346","Haiti","HTI",2010,174845,NA
"1347","Haiti","HTI",2015,86560,NA
"1348","Haiti","HTI",2020,92580,NA
"1349","Haiti","HTI",2021,99459,NA
"1350","High-income countries",NA,1955,7402525,NA
"1351","High-income countries",NA,1960,7624668,NA
"1352","High-income countries",NA,1965,7901873,NA
"1353","High-income countries",NA,1970,8273944,NA
"1354","High-income countries",NA,1975,8395587,NA
"1355","High-income countries",NA,1980,8628961,NA
"1356","High-income countries",NA,1985,8864007,NA
"1357","High-income countries",NA,1990,9000136,NA
"1358","High-income countries",NA,1995,9366060,NA
"1359","High-income countries",NA,2000,9390364,NA
"1360","High-income countries",NA,2005,9650329,NA
"1361","High-income countries",NA,2010,9884632,NA
"1362","High-income countries",NA,2015,10677503,NA
"1363","High-income countries",NA,2020,12095508,NA
"1364","High-income countries",NA,2021,12299926,NA
"1365","Honduras","HND",1955,39718,NA
"1366","Honduras","HND",1960,38395,NA
"1367","Honduras","HND",1965,37582,NA
"1368","Honduras","HND",1970,36924,NA
"1369","Honduras","HND",1975,35966,NA
"1370","Honduras","HND",1980,36655,NA
"1371","Honduras","HND",1985,36651,NA
"1372","Honduras","HND",1990,35658,NA
"1373","Honduras","HND",1995,34334,NA
"1374","Honduras","HND",2000,34252,NA
"1375","Honduras","HND",2005,34602,NA
"1376","Honduras","HND",2010,36758,NA
"1377","Honduras","HND",2015,38560,NA
"1378","Honduras","HND",2020,50064,NA
"1379","Honduras","HND",2021,57654,NA
"1380","Hong Kong","HKG",1955,19349,NA
"1381","Hong Kong","HKG",1960,19887,NA
"1382","Hong Kong","HKG",1965,18867,NA
"1383","Hong Kong","HKG",1970,20396,NA
"1384","Hong Kong","HKG",1975,21871,NA
"1385","Hong Kong","HKG",1980,25087,NA
"1386","Hong Kong","HKG",1985,27140,NA
"1387","Hong Kong","HKG",1990,32120,NA
"1388","Hong Kong","HKG",1995,35839,NA
"1389","Hong Kong","HKG",2000,36403,NA
"1390","Hong Kong","HKG",2005,40358,NA
"1391","Hong Kong","HKG",2010,44420,NA
"1392","Hong Kong","HKG",2015,48357,NA
"1393","Hong Kong","HKG",2020,53408,NA
"1394","Hong Kong","HKG",2021,53764,NA
"1395","Hungary","HUN",1955,97477,NA
"1396","Hungary","HUN",1960,101504,NA
"1397","Hungary","HUN",1965,108136,NA
"1398","Hungary","HUN",1970,120139,NA
"1399","Hungary","HUN",1975,131022,NA
"1400","Hungary","HUN",1980,145342,NA
"1401","Hungary","HUN",1985,147770,NA
"1402","Hungary","HUN",1990,145500,NA
"1403","Hungary","HUN",1995,145155,NA
"1404","Hungary","HUN",2000,135541,NA
"1405","Hungary","HUN",2005,135656,NA
"1406","Hungary","HUN",2010,130270,NA
"1407","Hungary","HUN",2015,131660,NA
"1408","Hungary","HUN",2020,140677,NA
"1409","Hungary","HUN",2021,154245,NA
"1410","Iceland","ISL",1955,1105,NA
"1411","Iceland","ISL",1960,1174,NA
"1412","Iceland","ISL",1965,1294,NA
"1413","Iceland","ISL",1970,1460,NA
"1414","Iceland","ISL",1975,1415,NA
"1415","Iceland","ISL",1980,1537,NA
"1416","Iceland","ISL",1985,1654,NA
"1417","Iceland","ISL",1990,1712,NA
"1418","Iceland","ISL",1995,1917,NA
"1419","Iceland","ISL",2000,1828,NA
"1420","Iceland","ISL",2005,1843,NA
"1421","Iceland","ISL",2010,2030,NA
"1422","Iceland","ISL",2015,2183,NA
"1423","Iceland","ISL",2020,2456,NA
"1424","Iceland","ISL",2021,2512,NA
"1425","India","IND",1955,8468267,NA
"1426","India","IND",1960,8756300,NA
"1427","India","IND",1965,9823825,NA
"1428","India","IND",1970,9606005,NA
"1429","India","IND",1975,9592460,NA
"1430","India","IND",1980,9529884,NA
"1431","India","IND",1985,9443755,NA
"1432","India","IND",1990,9305873,NA
"1433","India","IND",1995,9269376,NA
"1434","India","IND",2000,9220819,NA
"1435","India","IND",2005,9095710,NA
"1436","India","IND",2010,9162368,NA
"1437","India","IND",2015,8825601,NA
"1438","India","IND",2020,10262275,NA
"1439","India","IND",2021,13299618,NA
"1440","Indonesia","IDN",1955,1542415,NA
"1441","Indonesia","IDN",1960,1592968,NA
"1442","Indonesia","IDN",1965,2120931,NA
"1443","Indonesia","IDN",1970,1575549,NA
"1444","Indonesia","IDN",1975,1544272,NA
"1445","Indonesia","IDN",1980,1520812,NA
"1446","Indonesia","IDN",1985,1481346,NA
"1447","Indonesia","IDN",1990,1477380,NA
"1448","Indonesia","IDN",1995,1487222,NA
"1449","Indonesia","IDN",2000,1580688,NA
"1450","Indonesia","IDN",2005,1679144,NA
"1451","Indonesia","IDN",2010,1807440,NA
"1452","Indonesia","IDN",2015,1932676,NA
"1453","Indonesia","IDN",2020,2436950,NA
"1454","Indonesia","IDN",2021,2755190,NA
"1455","Iran","IRN",1955,490819,NA
"1456","Iran","IRN",1960,492822,NA
"1457","Iran","IRN",1965,482459,NA
"1458","Iran","IRN",1970,468344,NA
"1459","Iran","IRN",1975,428029,NA
"1460","Iran","IRN",1980,421590,NA
"1461","Iran","IRN",1985,414661,NA
"1462","Iran","IRN",1990,395366,NA
"1463","Iran","IRN",1995,335330,NA
"1464","Iran","IRN",2000,336549,NA
"1465","Iran","IRN",2005,348018,NA
"1466","Iran","IRN",2010,384716,NA
"1467","Iran","IRN",2015,394524,NA
"1468","Iran","IRN",2020,486271,NA
"1469","Iran","IRN",2021,565768,NA
"1470","Iraq","IRQ",1955,122645,NA
"1471","Iraq","IRQ",1960,98435,NA
"1472","Iraq","IRQ",1965,109235,NA
"1473","Iraq","IRQ",1970,109637,NA
"1474","Iraq","IRQ",1975,116382,NA
"1475","Iraq","IRQ",1980,128039,NA
"1476","Iraq","IRQ",1985,148131,NA
"1477","Iraq","IRQ",1990,189809,NA
"1478","Iraq","IRQ",1995,138275,NA
"1479","Iraq","IRQ",2000,151769,NA
"1480","Iraq","IRQ",2005,193047,NA
"1481","Iraq","IRQ",2010,182689,NA
"1482","Iraq","IRQ",2015,187339,NA
"1483","Iraq","IRQ",2020,222816,NA
"1484","Iraq","IRQ",2021,207099,NA
"1485","Ireland","IRL",1955,36973,NA
"1486","Ireland","IRL",1960,32676,NA
"1487","Ireland","IRL",1965,32982,NA
"1488","Ireland","IRL",1970,33550,NA
"1489","Ireland","IRL",1975,33103,NA
"1490","Ireland","IRL",1980,33260,NA
"1491","Ireland","IRL",1985,33010,NA
"1492","Ireland","IRL",1990,31140,NA
"1493","Ireland","IRL",1995,31992,NA
"1494","Ireland","IRL",2000,31096,NA
"1495","Ireland","IRL",2005,27991,NA
"1496","Ireland","IRL",2010,27707,NA
"1497","Ireland","IRL",2015,29845,NA
"1498","Ireland","IRL",2020,32911,NA
"1499","Isle of Man","IMN",1960,832,NA
"1500","Isle of Man","IMN",1965,873,NA
"1501","Isle of Man","IMN",1970,955,NA
"1502","Isle of Man","IMN",1975,1000,NA
"1503","Isle of Man","IMN",1980,1034,NA
"1504","Isle of Man","IMN",1985,1061,NA
"1505","Isle of Man","IMN",1990,1007,NA
"1506","Isle of Man","IMN",1995,1016,NA
"1507","Isle of Man","IMN",2000,967,NA
"1508","Isle of Man","IMN",2005,848,NA
"1509","Isle of Man","IMN",2010,833,NA
"1510","Isle of Man","IMN",2015,913,NA
"1511","Isle of Man","IMN",2020,874,NA
"1512","Isle of Man","IMN",2021,891,NA
"1513","Israel","ISR",1955,10401,NA
"1514","Israel","ISR",1960,12198,NA
"1515","Israel","ISR",1965,15443,NA
"1516","Israel","ISR",1970,20410,NA
"1517","Israel","ISR",1975,24247,NA
"1518","Israel","ISR",1980,26150,NA
"1519","Israel","ISR",1985,28075,NA
"1520","Israel","ISR",1990,29648,NA
"1521","Israel","ISR",1995,35174,NA
"1522","Israel","ISR",2000,37354,NA
"1523","Israel","ISR",2005,38796,NA
"1524","Israel","ISR",2010,39199,NA
"1525","Israel","ISR",2015,43451,NA
"1526","Israel","ISR",2020,48137,NA
"1527","Israel","ISR",2021,49845,NA
"1528","Italy","ITA",1955,446204,NA
"1529","Italy","ITA",1960,480963,NA
"1530","Italy","ITA",1965,516986,NA
"1531","Italy","ITA",1970,520728,NA
"1532","Italy","ITA",1975,553806,NA
"1533","Italy","ITA",1980,554407,NA
"1534","Italy","ITA",1985,546810,NA
"1535","Italy","ITA",1990,542928,NA
"1536","Italy","ITA",1995,555676,NA
"1537","Italy","ITA",2000,559012,NA
"1538","Italy","ITA",2005,563488,NA
"1539","Italy","ITA",2010,580159,NA
"1540","Italy","ITA",2015,642236,NA
"1541","Italy","ITA",2020,716753,NA
"1542","Italy","ITA",2021,680373,NA
"1543","Jamaica","JAM",1955,15620,NA
"1544","Jamaica","JAM",1960,14655,NA
"1545","Jamaica","JAM",1965,14976,NA
"1546","Jamaica","JAM",1970,15848,NA
"1547","Jamaica","JAM",1975,16566,NA
"1548","Jamaica","JAM",1980,17118,NA
"1549","Jamaica","JAM",1985,17305,NA
"1550","Jamaica","JAM",1990,16496,NA
"1551","Jamaica","JAM",1995,17802,NA
"1552","Jamaica","JAM",2000,18061,NA
"1553","Jamaica","JAM",2005,17869,NA
"1554","Jamaica","JAM",2010,16494,NA
"1555","Jamaica","JAM",2015,18631,NA
"1556","Jamaica","JAM",2020,21386,NA
"1557","Jamaica","JAM",2021,24899,NA
"1558","Japan","JPN",1955,714063,NA
"1559","Japan","JPN",1960,730473,NA
"1560","Japan","JPN",1965,729342,NA
"1561","Japan","JPN",1970,745670,NA
"1562","Japan","JPN",1975,730464,NA
"1563","Japan","JPN",1980,755442,NA
"1564","Japan","JPN",1985,789154,NA
"1565","Japan","JPN",1990,866210,NA
"1566","Japan","JPN",1995,977753,NA
"1567","Japan","JPN",2000,1024232,NA
"1568","Japan","JPN",2005,1164011,NA
"1569","Japan","JPN",2010,1295676,NA
"1570","Japan","JPN",2015,1405072,NA
"1571","Japan","JPN",2020,1511209,NA
"1572","Jersey","JEY",1960,781,NA
"1573","Jersey","JEY",1965,796,NA
"1574","Jersey","JEY",1970,920,NA
"1575","Jersey","JEY",1975,956,NA
"1576","Jersey","JEY",1980,931,NA
"1577","Jersey","JEY",1985,854,NA
"1578","Jersey","JEY",1990,831,NA
"1579","Jersey","JEY",1995,825,NA
"1580","Jersey","JEY",2000,770,NA
"1581","Jersey","JEY",2005,741,NA
"1582","Jersey","JEY",2010,797,NA
"1583","Jersey","JEY",2015,833,NA
"1584","Jersey","JEY",2020,933,NA
"1585","Jersey","JEY",2021,953,NA
"1586","Jordan","JOR",1955,12287,NA
"1587","Jordan","JOR",1960,13232,NA
"1588","Jordan","JOR",1965,13236,NA
"1589","Jordan","JOR",1970,15584,NA
"1590","Jordan","JOR",1975,14364,NA
"1591","Jordan","JOR",1980,13629,NA
"1592","Jordan","JOR",1985,13885,NA
"1593","Jordan","JOR",1990,14982,NA
"1594","Jordan","JOR",1995,17752,NA
"1595","Jordan","JOR",2000,18876,NA
"1596","Jordan","JOR",2005,20694,NA
"1597","Jordan","JOR",2010,24977,NA
"1598","Jordan","JOR",2015,29297,NA
"1599","Jordan","JOR",2020,37948,NA
"1600","Jordan","JOR",2021,43100,NA
"1601","Kazakhstan","KAZ",1955,107964,NA
"1602","Kazakhstan","KAZ",1960,118426,NA
"1603","Kazakhstan","KAZ",1965,121495,NA
"1604","Kazakhstan","KAZ",1970,126643,NA
"1605","Kazakhstan","KAZ",1975,129600,NA
"1606","Kazakhstan","KAZ",1980,138689,NA
"1607","Kazakhstan","KAZ",1985,145286,NA
"1608","Kazakhstan","KAZ",1990,153746,NA
"1609","Kazakhstan","KAZ",1995,164021,NA
"1610","Kazakhstan","KAZ",2000,159320,NA
"1611","Kazakhstan","KAZ",2005,167065,NA
"1612","Kazakhstan","KAZ",2010,155171,NA
"1613","Kazakhstan","KAZ",2015,147198,NA
"1614","Kazakhstan","KAZ",2020,179002,NA
"1615","Kazakhstan","KAZ",2021,196490,NA
"1616","Kenya","KEN",1955,156013,NA
"1617","Kenya","KEN",1960,144571,NA
"1618","Kenya","KEN",1965,148158,NA
"1619","Kenya","KEN",1970,158483,NA
"1620","Kenya","KEN",1975,161995,NA
"1621","Kenya","KEN",1980,161623,NA
"1622","Kenya","KEN",1985,170436,NA
"1623","Kenya","KEN",1990,215713,NA
"1624","Kenya","KEN",1995,279632,NA
"1625","Kenya","KEN",2000,329440,NA
"1626","Kenya","KEN",2005,327904,NA
"1627","Kenya","KEN",2010,314357,NA
"1628","Kenya","KEN",2015,345318,NA
"1629","Kenya","KEN",2020,387712,NA
"1630","Kiribati","KIR",1960,914,NA
"1631","Kiribati","KIR",1965,871,NA
"1632","Kiribati","KIR",1970,790,NA
"1633","Kiribati","KIR",1975,729,NA
"1634","Kiribati","KIR",1980,677,NA
"1635","Kiribati","KIR",1985,709,NA
"1636","Kiribati","KIR",1990,695,NA
"1637","Kiribati","KIR",1995,651,NA
"1638","Kiribati","KIR",2000,632,NA
"1639","Kiribati","KIR",2005,680,NA
"1640","Kiribati","KIR",2010,766,NA
"1641","Kiribati","KIR",2015,776,NA
"1642","Kiribati","KIR",2020,790,NA
"1643","Kiribati","KIR",2021,805,NA
"1644","Kosovo","OWID_KOS",1955,10660,NA
"1645","Kosovo","OWID_KOS",1960,10563,NA
"1646","Kosovo","OWID_KOS",1965,10468,NA
"1647","Kosovo","OWID_KOS",1970,10425,NA
"1648","Kosovo","OWID_KOS",1975,10572,NA
"1649","Kosovo","OWID_KOS",1980,10630,NA
"1650","Kosovo","OWID_KOS",1985,10740,NA
"1651","Kosovo","OWID_KOS",1990,10671,NA
"1652","Kosovo","OWID_KOS",1995,10538,NA
"1653","Kosovo","OWID_KOS",2000,9108,NA
"1654","Kosovo","OWID_KOS",2005,9287,NA
"1655","Kosovo","OWID_KOS",2010,8434,NA
"1656","Kosovo","OWID_KOS",2015,8548,NA
"1657","Kosovo","OWID_KOS",2020,12595,NA
"1658","Kosovo","OWID_KOS",2021,12054,NA
"1659","Kuwait","KWT",1955,2516,NA
"1660","Kuwait","KWT",1960,3408,NA
"1661","Kuwait","KWT",1965,4055,NA
"1662","Kuwait","KWT",1970,4646,NA
"1663","Kuwait","KWT",1975,5195,NA
"1664","Kuwait","KWT",1980,5187,NA
"1665","Kuwait","KWT",1985,4609,NA
"1666","Kuwait","KWT",1990,6129,NA
"1667","Kuwait","KWT",1995,3425,NA
"1668","Kuwait","KWT",2000,3596,NA
"1669","Kuwait","KWT",2005,4431,NA
"1670","Kuwait","KWT",2010,5316,NA
"1671","Kuwait","KWT",2015,6657,NA
"1672","Kuwait","KWT",2020,14604,NA
"1673","Kuwait","KWT",2021,12398,NA
"1674","Kyrgyzstan","KGZ",1955,34444,NA
"1675","Kyrgyzstan","KGZ",1960,35981,NA
"1676","Kyrgyzstan","KGZ",1965,36589,NA
"1677","Kyrgyzstan","KGZ",1970,36249,NA
"1678","Kyrgyzstan","KGZ",1975,36572,NA
"1679","Kyrgyzstan","KGZ",1980,36631,NA
"1680","Kyrgyzstan","KGZ",1985,37603,NA
"1681","Kyrgyzstan","KGZ",1990,39099,NA
"1682","Kyrgyzstan","KGZ",1995,39435,NA
"1683","Kyrgyzstan","KGZ",2000,38037,NA
"1684","Kyrgyzstan","KGZ",2005,39209,NA
"1685","Kyrgyzstan","KGZ",2010,38015,NA
"1686","Kyrgyzstan","KGZ",2015,36301,NA
"1687","Kyrgyzstan","KGZ",2020,41180,NA
"1688","Land-locked developing countries (LLDC)",NA,1960,2847965,NA
"1689","Land-locked developing countries (LLDC)",NA,1965,2987168,NA
"1690","Land-locked developing countries (LLDC)",NA,1970,3195502,NA
"1691","Land-locked developing countries (LLDC)",NA,1975,3481151,NA
"1692","Land-locked developing countries (LLDC)",NA,1980,3594063,NA
"1693","Land-locked developing countries (LLDC)",NA,1985,4064282,NA
"1694","Land-locked developing countries (LLDC)",NA,1990,4059536,NA
"1695","Land-locked developing countries (LLDC)",NA,1995,4309171,NA
"1696","Land-locked developing countries (LLDC)",NA,2000,4386653,NA
"1697","Land-locked developing countries (LLDC)",NA,2005,4229492,NA
"1698","Land-locked developing countries (LLDC)",NA,2010,3937318,NA
"1699","Land-locked developing countries (LLDC)",NA,2015,3780553,NA
"1700","Land-locked developing countries (LLDC)",NA,2020,4093532,NA
"1701","Land-locked developing countries (LLDC)",NA,2021,4284715,NA
"1702","Laos","LAO",1955,44554,NA
"1703","Laos","LAO",1960,48138,NA
"1704","Laos","LAO",1965,51523,NA
"1705","Laos","LAO",1970,55040,NA
"1706","Laos","LAO",1975,57388,NA
"1707","Laos","LAO",1980,57227,NA
"1708","Laos","LAO",1985,57356,NA
"1709","Laos","LAO",1990,58480,NA
"1710","Laos","LAO",1995,56959,NA
"1711","Laos","LAO",2000,55867,NA
"1712","Laos","LAO",2005,55012,NA
"1713","Laos","LAO",2010,50757,NA
"1714","Laos","LAO",2015,51051,NA
"1715","Laos","LAO",2020,46627,NA
"1716","Latin America and the Caribbean (UN)",NA,1960,2918475,NA
"1717","Latin America and the Caribbean (UN)",NA,1965,2955451,NA
"1718","Latin America and the Caribbean (UN)",NA,1970,3053103,NA
"1719","Latin America and the Caribbean (UN)",NA,1975,2993822,NA
"1720","Latin America and the Caribbean (UN)",NA,1980,3074936,NA
"1721","Latin America and the Caribbean (UN)",NA,1985,3052299,NA
"1722","Latin America and the Caribbean (UN)",NA,1990,3026889,NA
"1723","Latin America and the Caribbean (UN)",NA,1995,3083556,NA
"1724","Latin America and the Caribbean (UN)",NA,2000,3172244,NA
"1725","Latin America and the Caribbean (UN)",NA,2005,3308268,NA
"1726","Latin America and the Caribbean (UN)",NA,2010,3694621,NA
"1727","Latin America and the Caribbean (UN)",NA,2015,3906059,NA
"1728","Latin America and the Caribbean (UN)",NA,2020,5066101,NA
"1729","Latin America and the Caribbean (UN)",NA,2021,5534706,NA
"1730","Latvia","LVA",1955,21813,NA
"1731","Latvia","LVA",1960,21590,NA
"1732","Latvia","LVA",1965,23366,NA
"1733","Latvia","LVA",1970,27176,NA
"1734","Latvia","LVA",1975,30575,NA
"1735","Latvia","LVA",1980,32764,NA
"1736","Latvia","LVA",1985,34983,NA
"1737","Latvia","LVA",1990,35984,NA
"1738","Latvia","LVA",1995,40064,NA
"1739","Latvia","LVA",2000,33223,NA
"1740","Latvia","LVA",2005,34053,NA
"1741","Latvia","LVA",2010,31115,NA
"1742","Latvia","LVA",2015,29737,NA
"1743","Latvia","LVA",2020,30538,NA
"1744","Least developed countries",NA,1960,5742300,NA
"1745","Least developed countries",NA,1965,6075886,NA
"1746","Least developed countries",NA,1970,6795867,NA
"1747","Least developed countries",NA,1975,7336956,NA
"1748","Least developed countries",NA,1980,7195901,NA
"1749","Least developed countries",NA,1985,8019467,NA
"1750","Least developed countries",NA,1990,8036199,NA
"1751","Least developed countries",NA,1995,8188943,NA
"1752","Least developed countries",NA,2000,8029245,NA
"1753","Least developed countries",NA,2005,7896840,NA
"1754","Least developed countries",NA,2010,7690135,NA
"1755","Least developed countries",NA,2015,7512853,NA
"1756","Least developed countries",NA,2020,7966235,NA
"1757","Least developed countries",NA,2021,8362236,NA
"1758","Lebanon","LBN",1955,18194,NA
"1759","Lebanon","LBN",1960,17692,NA
"1760","Lebanon","LBN",1965,18045,NA
"1761","Lebanon","LBN",1970,18757,NA
"1762","Lebanon","LBN",1975,30009,NA
"1763","Lebanon","LBN",1980,30740,NA
"1764","Lebanon","LBN",1985,31213,NA
"1765","Lebanon","LBN",1990,28226,NA
"1766","Lebanon","LBN",1995,19666,NA
"1767","Lebanon","LBN",2000,19674,NA
"1768","Lebanon","LBN",2005,19308,NA
"1769","Lebanon","LBN",2010,20403,NA
"1770","Lebanon","LBN",2015,27578,NA
"1771","Lebanon","LBN",2020,35782,NA
"1772","Lesotho","LSO",1960,12802,NA
"1773","Lesotho","LSO",1965,14471,NA
"1774","Lesotho","LSO",1970,15899,NA
"1775","Lesotho","LSO",1975,17225,NA
"1776","Lesotho","LSO",1980,17278,NA
"1777","Lesotho","LSO",1985,16746,NA
"1778","Lesotho","LSO",1990,18076,NA
"1779","Lesotho","LSO",1995,21721,NA
"1780","Lesotho","LSO",2000,32332,NA
"1781","Lesotho","LSO",2005,40976,NA
"1782","Lesotho","LSO",2010,37770,NA
"1783","Lesotho","LSO",2015,31437,NA
"1784","Lesotho","LSO",2020,28992,NA
"1785","Lesotho","LSO",2021,32376,NA
"1786","Less developed regions",NA,1955,38537416,NA
"1787","Less developed regions",NA,1960,46539136,NA
"1788","Less developed regions",NA,1965,39613910,NA
"1789","Less developed regions",NA,1970,39009490,NA
"1790","Less developed regions",NA,1975,37697976,NA
"1791","Less developed regions",NA,1980,36878150,NA
"1792","Less developed regions",NA,1985,37807516,NA
"1793","Less developed regions",NA,1990,38609344,NA
"1794","Less developed regions",NA,1995,39166532,NA
"1795","Less developed regions",NA,2000,39909516,NA
"1796","Less developed regions",NA,2005,40723220,NA
"1797","Less developed regions",NA,2010,42023540,NA
"1798","Less developed regions",NA,2015,43158440,NA
"1799","Less developed regions",NA,2020,48804770,NA
"1800","Less developed regions",NA,2021,54238100,NA
"1801","Less developed regions, excluding China",NA,1955,26252230,NA
"1802","Less developed regions, excluding China",NA,1960,26826098,NA
"1803","Less developed regions, excluding China",NA,1965,28782540,NA
"1804","Less developed regions, excluding China",NA,1970,29000010,NA
"1805","Less developed regions, excluding China",NA,1975,29361258,NA
"1806","Less developed regions, excluding China",NA,1980,29328494,NA
"1807","Less developed regions, excluding China",NA,1985,30186246,NA
"1808","Less developed regions, excluding China",NA,1990,30433144,NA
"1809","Less developed regions, excluding China",NA,1995,31340252,NA
"1810","Less developed regions, excluding China",NA,2000,31877870,NA
"1811","Less developed regions, excluding China",NA,2005,32476688,NA
"1812","Less developed regions, excluding China",NA,2010,33093946,NA
"1813","Less developed regions, excluding China",NA,2015,33498688,NA
"1814","Less developed regions, excluding China",NA,2020,38230264,NA
"1815","Less developed regions, excluding China",NA,2021,43387464,NA
"1816","Less developed regions, excluding least developed countries",NA,1955,33015960,NA
"1817","Less developed regions, excluding least developed countries",NA,1960,40796840,NA
"1818","Less developed regions, excluding least developed countries",NA,1965,33538024,NA
"1819","Less developed regions, excluding least developed countries",NA,1970,32213622,NA
"1820","Less developed regions, excluding least developed countries",NA,1975,30361020,NA
"1821","Less developed regions, excluding least developed countries",NA,1980,29682254,NA
"1822","Less developed regions, excluding least developed countries",NA,1985,29788050,NA
"1823","Less developed regions, excluding least developed countries",NA,1990,30573144,NA
"1824","Less developed regions, excluding least developed countries",NA,1995,30977588,NA
"1825","Less developed regions, excluding least developed countries",NA,2000,31880272,NA
"1826","Less developed regions, excluding least developed countries",NA,2005,32826378,NA
"1827","Less developed regions, excluding least developed countries",NA,2010,34333410,NA
"1828","Less developed regions, excluding least developed countries",NA,2015,35645588,NA
"1829","Less developed regions, excluding least developed countries",NA,2020,40838536,NA
"1830","Less developed regions, excluding least developed countries",NA,2021,45875868,NA
"1831","Liberia","LBR",1955,24833,NA
"1832","Liberia","LBR",1960,29077,NA
"1833","Liberia","LBR",1965,32830,NA
"1834","Liberia","LBR",1970,35037,NA
"1835","Liberia","LBR",1975,37013,NA
"1836","Liberia","LBR",1980,39224,NA
"1837","Liberia","LBR",1985,44030,NA
"1838","Liberia","LBR",1990,65447,NA
"1839","Liberia","LBR",1995,42808,NA
"1840","Liberia","LBR",2000,44112,NA
"1841","Liberia","LBR",2005,37310,NA
"1842","Liberia","LBR",2010,39816,NA
"1843","Liberia","LBR",2015,44883,NA
"1844","Liberia","LBR",2020,44578,NA
"1845","Liberia","LBR",2021,45955,NA
"1846","Libya","LBY",1955,38305,NA
"1847","Libya","LBY",1960,36901,NA
"1848","Libya","LBY",1965,32428,NA
"1849","Libya","LBY",1970,25916,NA
"1850","Libya","LBY",1975,21294,NA
"1851","Libya","LBY",1980,20192,NA
"1852","Libya","LBY",1985,20313,NA
"1853","Libya","LBY",1990,19750,NA
"1854","Libya","LBY",1995,19879,NA
"1855","Libya","LBY",2000,24081,NA
"1856","Libya","LBY",2005,26357,NA
